"","lng","lat"
"608",-118.272428,33.8632459
"609",-118.2701131,33.7824144
"610",-117.709688,33.594507
"611",-118.2032401,33.8083344
"612",-118.3012795,33.7453365
"613",-118.0616834,33.8234518
"614",-118.2650135,33.8449376
"615",-117.8834466,33.6613344
"616",-118.2561424,33.998746
"617",-118.326335,33.812542
"618",-117.431276,33.938681
"619",-118.3101456,33.7160124
"620",-118.144635,33.942396
"621",-118.1776354,33.7660657
"622",-118.3154867,33.8073095
"623",-118.0879108,33.8408394
"624",-118.022841,33.848922
"625",-118.284518,33.7312269
"626",-117.662022,34.020459
"627",-118.1213648,33.7933888
"628",-118.1429048,33.758898
"629",-117.864129,34.009803
"630",-118.2695111,33.9640078
"631",-118.1468012,33.8541542
"632",-118.272781,33.793476
"633",-118.308398,33.78807
"634",-118.0783014,33.9217323
"635",-118.1920446,33.8459169
"636",-117.33211,34.169519
"637",-95.3000389,29.9513791
"638",-118.248127,33.781221
"639",-118.2113575,33.8127857
"640",-117.0574314,32.5804802
"641",-117.816588,34.026295
"642",-118.2932869,33.7922752
"643",-118.3080713,33.8411034
"644",-118.355417,33.859765
"645",-118.1434813,33.7813032
"646",-118.258911,33.949574
"647",-118.125896,33.897312
"648",-118.2597676,33.7922403
"649",-118.2854714,33.7431388
"650",-118.2094958,33.9048792
"651",-118.217059,33.823275
"652",-118.3027652,33.7431099
"653",-117.8692731,34.0183116
"654",-118.135222,33.7964852
"655",-118.2717024,33.9519265
"656",-118.2751004,33.9511757
"657",-118.446706,34.402158
"658",-118.174371,33.7874356
"659",-118.2462418,33.7848588
"660",-118.044908,33.9237309
"661",-118.1363375,33.9064416
"662",-117.843423,33.910662
"663",-117.708661,34.015166
"664",-118.2958344,33.7499391
"665",-118.3565252,33.8090017
"666",-117.540969,33.834176
"667",-118.2814663,33.7488007
"668",-118.2736618,33.8279133
"669",-117.1112312,33.5575515
"670",-117.041047,32.626862
"671",-118.274857,33.795352
"672",-118.1983727,33.7982909
"673",-118.1371656,33.7605844
"674",NA,NA
"675",-117.907368,33.77619
"676",-118.2211364,33.8356702
"677",-118.3116071,33.8698388
"678",-108.5812891,45.782299
"679",-118.151467,33.854869
"680",-118.3353928,33.9080286
"681",-117.907811,33.900758
"682",-118.198884,33.8150096
"683",-118.1833,33.86247
"684",-118.1334372,33.8549618
"685",-118.150766,33.787308
"686",-118.2103125,33.9103616
"687",-117.577406,33.641833
"688",-117.963292,33.944642
"689",-118.270346,33.8195939
"690",-118.068768,33.839571
"691",-118.032031,33.856042
"692",-118.296575,33.734513
"693",-118.219678,33.829251
"694",-118.3675449,33.8199982
"695",-118.362619,33.975274
"696",-118.1306604,33.8619691
"697",-117.681119,34.06743
"698",-118.2561121,33.8828078
"699",-118.2082275,33.8855116
"700",-119.08079,35.296915
"701",-118.2693623,33.9104931
"702",-117.891891,33.719347
"703",-115.085517,36.066466
"704",-118.2955957,33.7458623
"705",-118.297008,33.844008
"706",-118.357387,33.900499
"707",-118.2892467,33.9746263
"708",-118.092128,33.850913
"709",-118.898264,34.2889679
"710",-118.332734,33.983899
"711",-118.2664865,33.7835251
"712",-117.9557967,33.9290397
"713",-118.1805951,34.0259238
"714",-117.196164,33.939918
"715",-118.237645,33.847788
"716",-118.3152716,33.8351803
"717",-118.267426,33.81988
"718",-117.7499834,33.6445449
"719",-118.1798354,33.8585842
"720",-118.359496,33.8205529
"721",-118.138143,33.934694
"722",-118.058889,33.909087
"723",-117.994193,33.660803
"724",-117.56641,33.867514
"725",-118.0823148,33.9219677
"726",-118.1593524,33.7842812
"727",-118.175386,33.8762193
"728",-118.298614,33.740867
"729",-117.799593,33.690224
"730",-117.7223765,34.0983372
"731",-118.3067856,33.7882004
"732",-118.11915,33.886806
"733",-118.2368527,33.927086
"734",-118.156135,33.839456
"735",-118.156135,33.839456
"736",-118.096747,33.907822
"737",-118.287227,33.729031
"738",-118.275528,33.929343
"739",-115.02571,36.193765
"740",-117.3457244,34.1152997
"741",-117.8927229,33.9147233
"742",-118.140347,33.866696
"743",-118.142426,33.8430798
"744",-118.1268475,33.8710977
"745",-118.3590225,33.9717323
"746",-117.261031,33.93477
"747",-118.009152,33.8280389
"748",-117.31752,33.89086
"749",-118.0055444,33.7215339
"750",-118.3018329,33.7241972
"751",-118.0207324,34.5594047
"752",-117.3213171,33.5525039
"753",-118.321145,33.892966
"754",-118.118017,34.019004
"755",-117.07497,32.63555
"756",-118.2819684,33.7789116
"757",-117.946342,33.821312
"758",-118.0676292,33.9054881
"759",-118.343506,33.831511
"760",-118.302711,33.724562
"761",-118.271474,33.860204
"762",-117.476064,34.00836
"763",-118.1666816,34.0972815
"764",-118.359453,33.93914
"765",-117.8744658,33.7544341
"766",-118.256147,33.928482
"767",-94.3854648,39.0906568
"768",-118.13063,33.826106
"769",-118.2909447,34.1038615
"770",-118.316194,33.812514
"771",-118.002324,33.739023
"772",-117.80018,33.693971
"773",-118.1547575,33.8891671
"774",-118.033003,33.922598
"775",-118.08085,34.063938
"776",-118.32981,33.877468
"777",-118.3474401,33.9176974
"778",-117.480521,34.037501
"779",-117.47639,34.129335
"780",-118.259079,33.8265601
"781",-118.149914,33.7845742
"782",-118.270312,33.830999
"783",-118.280709,33.82069
"784",-118.072041,33.918881
"785",-118.3497156,33.902388
"786",-118.062549,33.8366309
"787",-118.361952,33.949648
"788",-118.2573034,33.8700637
"789",-118.0120153,33.7143641
"790",-118.201798,33.89435
"791",-118.262502,33.8901309
"792",-118.1456689,33.8511597
"793",-118.255358,33.790598
"794",-118.267398,33.816639
"795",-118.222141,33.827837
"796",-118.273691,33.791817
"797",-117.697373,34.046763
"798",-118.1812292,33.8597972
"799",-118.1527496,33.7694822
"800",-118.322406,33.897737
"801",NA,NA
"802",-117.941755,33.880614
