"lon","lat"
-122.642423,48.368075
-122.450493,48.477101
-122.6592949,48.3030528
-122.4694691,48.7480456
-122.7027882,48.8147329
-122.527237,48.9278959
-122.1626437,48.1113879
-122.164026,48.480291
-122.1710957,48.1142595
-122.2800519,48.9639668
-122.305542,48.33476
-122.306124,48.448837
-117.977928,33.682269
-122.44923,48.761078
-122.3578972,48.910232
-78.909146,43.234463
-122.2381725,48.521478
-122.449076,45.532663
-122.285611,48.948378
-122.2432987,48.5050882
-122.737875,48.909963
-122.63442,48.4454319
-122.741694,48.907411
-122.687675,48.272797
-74.4204832,40.5290432
-122.662438,48.291491
-149.8767779,61.1104021
-105.0408613,40.5304764
-122.1404278,48.9281139
-123.1719976,42.435954
-122.68471,48.499014
-118.2191595,33.8155015
-122.3267343,48.2551159
-122.323746,48.483495
-122.4498086,48.9429088
-122.332158,48.232939
-122.4103849,48.772732
-122.66064,48.300301
-122.363997,48.532883
-122.612069,48.494202
-122.4773411,48.947819
-122.5038853,48.4153664
-121.793961,48.534539
-122.661799,48.303433
-122.67726,48.305432
-122.235012,48.504609
-122.332779,48.6570139
-122.615191,48.490671
-122.74725,48.914411
-122.2399666,48.520589
-122.610174,48.4979999
-122.505021,48.728133
-122.311373,48.475195
-122.587673,48.460095
-123.3009575,42.4430108
-122.23611,48.50389
-122.3471625,48.2913995
-122.345826,48.4750328
-120.5433187,47.0122728
-122.6139612,48.5082383
-119.0187125,35.3732921
-122.6539842,48.2882791
-122.683243,48.252633
-122.2396798,48.5017611
-122.315606,48.385
-122.7366292,48.9981398
-122.648651,48.499495
-122.319497,48.408052
-122.338192,47.742747
-122.630498,48.5129591
-122.2229745,48.4990359
-122.325045,48.657272
-122.3299354,48.4205883
-122.380091,48.439519
-122.380091,48.439519
-122.6060542,48.491395
-122.334097,48.851143
-122.211,48.52711
-122.0172223,47.3703132
-122.775645,48.89747
-122.315359,48.4746949
-117.6493108,34.0268201
-122.15178,48.9522888
-122.2134603,47.9497634
-122.367996,48.509229
-122.478265,48.745852
-122.3246312,48.466445
-122.622385,48.510807
-151.071843,60.507733
-122.3009453,48.4401534
-122.615901,48.419838
-122.0212177,48.5338765
-122.3672212,47.2833078
