"Respondent","Applied_Time","ApplicantID","how_hear","Applicant","app_day"
298,2017-03-11 13:26:28,"G8793","Tesoro employee","Yes",4.5600462962963
159,2017-03-09 01:27:48,"B4364","Newspaper ad","Yes",2.06097222222222
231,2017-03-09 21:26:51,"W5841","Tesoro employee","Yes",2.89365740740189
785,2017-03-20 15:07:26,"M5174","Tesoro employee","Yes",13.630162037037
382,2017-03-13 00:57:44,"R0949","Tesoro employee","Yes",6.04009259259259
277,2017-03-10 21:27:35,"C3844","Indeed.com","Yes",3.89415509259535
388,2017-03-13 08:53:54,"M8914","Personal referral","Yes",6.37077546295744
886,2017-03-21 15:57:15,"P5834","I am currently an employee or contractor at Tesoro","Yes",14.6647685185158
616,2017-03-17 06:42:46,"S2745","Indeed.com","Yes",10.2797106481454
186,2017-03-09 14:14:56,"W1336","Indeed.com","Yes",2.59370370370646
438,2017-03-13 23:42:16,"B5804","Indeed.com","Yes",6.9876967592565
230,2017-03-09 21:21:38,"S5367","Online job site (other than Indeed)","Yes",2.89002314815367
464,2017-03-14 14:38:49,"G7081","Personal referral","Yes",7.61030092592317
866,2017-03-21 12:04:43,"H3702","Tesoro employee","Yes",14.5032754629657
377,2017-03-12 22:47:58,"H4971","Tesoro employee","Yes",5.94997685185185
303,2017-03-11 13:57:09,"J7638","Indeed.com","Yes",4.58135416667219
498,2017-03-14 22:46:52,"H9207","Personal referral","Yes",7.94922453703428
726,2017-03-19 16:32:29,"T5940","Indeed.com","Yes",12.6892361111084
783,2017-03-20 14:49:17,"G6833","Indeed.com","Yes",13.6175578703704
764,2017-03-20 04:16:56,"Z0898","Indeed.com","Yes",13.1784259259287
15,2017-03-07 23:55:29,"B8709","Tesoro employee","Yes",0.996863425928685
486,2017-03-14 19:42:04,"W4325","Social media (e.g. Facebook or Twitter)","Yes",7.82087962963239
593,2017-03-16 19:52:00,"H7750","Indeed.com","Yes",9.82777777777778
351,2017-03-12 15:30:08,"M2972","Tesoro employee","Yes",5.64592592592869
524,2017-03-15 09:17:50,"R8557","Online job site (other than Indeed)","Yes",8.38738425925926
385,2017-03-13 05:11:45,"M8616","Indeed.com","Yes",6.21649305555832
235,2017-03-09 21:42:55,"W1903","Social media (e.g. Facebook or Twitter)","Yes",2.9048032407435
716,2017-03-19 12:28:42,"A4511","Tesoro website or mailing","Yes",12.5199305555583
47,2017-03-08 11:33:18,"R2860","Tesoro employee","Yes",1.48145833333609
361,2017-03-12 17:35:37,"A5143","Online job site (other than Indeed)","Yes",5.73306712962963
321,2017-03-11 21:09:28,"D8153","Don't remember","Yes",4.88157407407683
378,2017-03-12 23:33:21,"J0856","Tesoro employee","Yes",5.98149305555831
750,2017-03-20 01:02:18,"R4279","Tesoro website or mailing","Yes",13.0432754629574
645,2017-03-17 21:12:14,"J1970","Personal referral","Yes",10.8834953703704
214,2017-03-09 18:51:51,"D3101","Tesoro employee","Yes",2.78600694444444
10,2017-03-07 22:55:36,"B2204","I am currently an employee or contractor at Tesoro","Yes",0.955277777777778
772,2017-03-20 12:16:26,"R8733","Indeed.com","Yes",13.5114120370426
420,2017-03-13 20:13:23,"C4318","Personal referral","Yes",6.84262731481481
122,2017-03-08 22:13:35,"L7082","Tesoro website or mailing","Yes",1.92609953704256
776,2017-03-20 13:45:48,"D1884","Personal referral","Yes",13.573472222225
841,2017-03-21 00:02:04,"B3314","Tesoro website or mailing","Yes",14.0014351851852
629,2017-03-17 15:01:21,"R0674","Personal referral","Yes",10.6259375
608,2017-03-17 01:23:25,"R1820","Indeed.com","Yes",10.0579398148121
643,2017-03-17 20:51:27,"P9238","Online job site (other than Indeed)","Yes",10.8690740740713
492,2017-03-14 21:33:00,"F8841","Indeed.com","Yes",7.89791666666943
756,2017-03-20 01:35:44,"E8518","Indeed.com","Yes",13.06649305555
810,2017-03-20 21:08:07,"C4686","Newspaper ad","Yes",13.8806481481454
779,2017-03-20 14:19:59,"C2649","Personal referral","Yes",13.5972106481481
227,2017-03-09 21:12:03,"L7834","Personal referral","Yes",2.88336805555556
573,2017-03-16 11:55:06,"S8341","Indeed.com","Yes",9.49659722222774
36,2017-03-08 09:19:09,"V4331","Indeed.com","Yes",1.38831018518243
607,2017-03-17 01:09:10,"L7516","Personal referral","Yes",10.0480324074074
27,2017-03-08 01:52:07,"H5553","Personal referral","Yes",1.07785879629906
850,2017-03-21 01:06:29,"H0168","Personal referral","Yes",14.0461805555528
271,2017-03-10 18:56:27,"H7873","Newspaper ad","Yes",3.78920138889165
100,2017-03-08 19:48:42,"S9070","Personal referral","Yes",1.82548611111387
37,2017-03-08 09:31:28,"B0582","I am currently an employee or contractor at Tesoro","Yes",1.39686342592041
507,2017-03-14 23:41:32,"L4300","Indeed.com","Yes",7.98717592592593
755,2017-03-20 01:30:28,"C1889","Social media (e.g. Facebook or Twitter)","Yes",13.0628356481454
13,2017-03-07 23:51:01,"R3897","I am currently an employee or contractor at Tesoro","Yes",0.993761574079593
152,2017-03-09 00:44:59,"K3027","Personal referral","Yes",2.03123842593144
816,2017-03-20 21:37:09,"R4641","I am currently an employee or contractor at Tesoro","Yes",13.9007986111111
262,2017-03-10 15:04:56,"H4376","Social media (e.g. Facebook or Twitter)","Yes",3.62843749999724
142,2017-03-08 23:56:23,"J2626","Indeed.com","Yes",1.99748842592869
854,2017-03-21 01:43:25,"K8108","Tesoro employee","Yes",14.0718287037009
28,2017-03-08 02:07:11,"M7831","Tesoro employee","Yes",1.08832175926478
40,2017-03-08 11:01:14,"L7068","Indeed.com","Yes",1.45918981481481
491,2017-03-14 21:15:12,"C5066","Personal referral","Yes",7.88555555555556
867,2017-03-21 12:06:18,"S3781","Tesoro website or mailing","Yes",14.5043750000028
134,2017-03-08 23:16:45,"H9952","Personal referral","Yes",1.96997685184633
323,2017-03-11 22:06:17,"P6720","Tesoro employee","Yes",4.92103009259259
310,2017-03-11 16:13:23,"L6978","Indeed.com","Yes",4.67597222221946
70,2017-03-08 14:56:46,"G5239","Tesoro employee","Yes",1.62275462962963
143,2017-03-08 23:58:10,"C4658","Tesoro employee","Yes",1.99872685185185
229,2017-03-09 21:20:02,"H8863","Tesoro employee","Yes",2.88891203703704
590,2017-03-16 18:30:50,"L0323","Personal referral","Yes",9.77141203703704
553,2017-03-15 21:04:36,"B2712","Social media (e.g. Facebook or Twitter)","Yes",8.87819444444996
195,2017-03-09 15:55:10,"C8118","Tesoro website or mailing","Yes",2.66331018518519
98,2017-03-08 19:09:31,"J2299","Tesoro employee","Yes",1.79828703703152
842,2017-03-21 00:05:18,"L9084","Tesoro website or mailing","Yes",14.0036921296269
834,2017-03-20 23:36:01,"K0169","Tesoro employee","Yes",13.9833449074074
95,2017-03-08 18:25:12,"W1520","Indeed.com","Yes",1.76751157407131
331,2017-03-12 00:44:52,"J3929","Indeed.com","Yes",5.03115740740741
724,2017-03-19 15:35:31,"F5464","Indeed.com","Yes",12.6496759259232
81,2017-03-08 16:15:52,"A0670","Tesoro employee","Yes",1.6776851851907
587,2017-03-16 17:39:44,"T6493","Tesoro website or mailing","Yes",9.73592592592593
447,2017-03-14 01:12:09,"S0461","Indeed.com","Yes",7.05010416667219
460,2017-03-14 13:52:29,"B1009","Personal referral","Yes",7.57811342593144
710,2017-03-19 03:09:07,"M8141","Personal referral","Yes",12.1313425925898
751,2017-03-20 01:02:29,"H0455","Tesoro employee","Yes",13.0433912037037
364,2017-03-12 18:20:38,"J8195","Tesoro employee","Yes",5.76434027777502
463,2017-03-14 14:29:32,"S5042","Online job site (other than Indeed)","Yes",7.60384259259535
220,2017-03-09 20:03:00,"A6499","Tesoro employee","Yes",2.83542824073798
396,2017-03-13 13:33:06,"M1863","Tesoro website or mailing","Yes",6.56465277777778
859,2017-03-21 02:51:52,"L1465","Social media (e.g. Facebook or Twitter)","Yes",14.1193518518546
119,2017-03-08 21:47:26,"L5302","I am currently an employee or contractor at Tesoro","Yes",1.90793981481757
647,2017-03-17 21:18:52,"F4241","Indeed.com","Yes",10.8881018518519
753,2017-03-20 01:15:59,"P5202","Indeed.com","Yes",13.0527662037065
814,2017-03-20 21:31:12,"M3243","Tesoro employee","Yes",13.896678240738
893,2017-03-21 17:57:42,"D2522","I am currently an employee or contractor at Tesoro","Yes",14.7484027777833
582,2017-03-16 15:46:40,"H7531","Tesoro employee","Yes",9.65740740740741
102,2017-03-08 19:53:36,"K7871","Tesoro employee","Yes",1.82888888889165
786,2017-03-20 15:07:51,"H5830","Tesoro website or mailing","Yes",13.6304513888889
896,2017-03-21 20:37:58,"S9682","Tesoro employee","Yes",14.8596990740768
650,2017-03-17 22:47:49,"F6420","Indeed.com","Yes",10.9498726851879
255,2017-03-10 12:57:12,"C8434","Indeed.com","Yes",3.53972222222498
815,2017-03-20 21:34:13,"L7006","Indeed.com","Yes",13.8987615740768
663,2017-03-18 13:35:01,"P0070","Tesoro employee","Yes",11.5659837962963
148,2017-03-09 00:18:08,"S8596","Tesoro website or mailing","Yes",2.01259259259811
630,2017-03-17 15:08:31,"M7266","Indeed.com","Yes",10.6309143518519
76,2017-03-08 15:28:38,"H0899","Personal referral","Yes",1.64488425925926
116,2017-03-08 21:37:34,"A8704","Tesoro website or mailing","Yes",1.90109953703428
826,2017-03-20 22:57:20,"N2639","Tesoro website or mailing","Yes",13.9564814814815
210,2017-03-09 18:06:21,"L5998","Online job site (other than Indeed)","Yes",2.75440972222774
1,2017-03-07 18:22:55,"I8397","Indeed.com","Yes",0.765925925923166
130,2017-03-08 23:01:28,"R1676","Tesoro employee","Yes",1.95935185185185
401,2017-03-13 14:52:09,"K1339","Newspaper ad","Yes",6.61954861111111
681,2017-03-18 18:05:05,"G9635","Tesoro employee","Yes",11.7535416666639
430,2017-03-13 21:14:25,"J2823","Tesoro employee","Yes",6.88501157407959
272,2017-03-10 19:25:04,"P8776","Personal referral","Yes",3.80908564814263
588,2017-03-16 17:40:03,"P7949","Personal referral","Yes",9.73614583333333
244,2017-03-09 23:59:08,"S1641","Tesoro website or mailing","Yes",2.99939814815367
270,2017-03-10 18:35:27,"H8813","Online job site (other than Indeed)","Yes",3.77461805555556
442,2017-03-14 00:02:54,"H4605","Tesoro website or mailing","Yes",7.00201388889441
692,2017-03-18 21:01:35,"S4501","Tesoro website or mailing","Yes",11.8761111111084
55,2017-03-08 12:50:17,"M1271","Tesoro employee","Yes",1.53491898148148
9,2017-03-07 22:42:22,"D8286","I am currently an employee or contractor at Tesoro","Yes",0.946099537031518
263,2017-03-10 15:20:00,"S0228","Personal referral","Yes",3.6389004629602
112,2017-03-08 21:14:19,"M2762","Personal referral","Yes",1.88494212963239
316,2017-03-11 19:34:15,"E6389","I am currently an employee or contractor at Tesoro","Yes",4.81545138888889
528,2017-03-15 12:26:19,"R2578","Personal referral","Yes",8.51827546296296
881,2017-03-21 14:57:14,"K4124","Personal referral","Yes",14.6230787037065
550,2017-03-15 20:45:37,"H6684","Tesoro website or mailing","Yes",8.86501157407407
812,2017-03-20 21:16:55,"C1628","Tesoro website or mailing","Yes",13.8867476851879
379,2017-03-13 00:26:19,"B0198","I am currently an employee or contractor at Tesoro","Yes",6.01827546296296
478,2017-03-14 18:08:23,"S1101","Tesoro employee","Yes",7.75583333332781
664,2017-03-18 13:44:32,"C6232","Indeed.com","Yes",11.5726041666639
508,2017-03-15 00:21:51,"R5299","Indeed.com","Yes",8.01517361111387
864,2017-03-21 11:29:44,"C5438","Personal referral","Yes",14.478981481487
121,2017-03-08 22:04:00,"L7247","Tesoro employee","Yes",1.919456018513
384,2017-03-13 04:47:03,"R8038","Tesoro website or mailing","Yes",6.19935185184909
622,2017-03-17 11:52:40,"I4985","Indeed.com","Yes",10.4949074074102
863,2017-03-21 11:17:15,"G9657","Tesoro employee","Yes",14.4703125000028
284,2017-03-10 22:47:31,"H9191","Tesoro employee","Yes",3.94966435185185
475,2017-03-14 17:52:52,"A6981","Personal referral","Yes",7.7450462962963
514,2017-03-15 02:23:13,"P4580","Personal referral","Yes",8.09945601852128
16,2017-03-08 00:01:00,"C2381","Personal referral","Yes",1.00070601851576
187,2017-03-09 14:20:30,"H0631","Tesoro employee","Yes",2.59756944444996
104,2017-03-08 20:17:00,"W5869","Indeed.com","Yes",1.84513888889441
879,2017-03-21 14:47:12,"T4467","Tesoro website or mailing","Yes",14.6161111111139
236,2017-03-09 22:18:12,"O4694","Personal referral","Yes",2.92930555556107
669,2017-03-18 16:00:26,"P9863","Indeed.com","Yes",11.6669791666639
592,2017-03-16 19:37:28,"S1053","Tesoro website or mailing","Yes",9.8176851851907
125,2017-03-08 22:35:28,"C2908","Personal referral","Yes",1.94130787036485
665,2017-03-18 13:50:13,"R2317","Tesoro website or mailing","Yes",11.5765509259204
585,2017-03-16 17:04:19,"A9041","Tesoro employee","Yes",9.71133101852404
586,2017-03-16 17:12:19,"M0431","Indeed.com","Yes",9.71688657407407
706,2017-03-19 01:05:32,"D2950","Indeed.com","Yes",12.0455208333306
651,2017-03-17 23:09:06,"P8814","Personal referral","Yes",10.9646643518491
715,2017-03-19 12:28:09,"M6096","Indeed.com","Yes",12.5195486111111
345,2017-03-12 13:21:42,"H9059","I am currently an employee or contractor at Tesoro","Yes",5.55673611111111
118,2017-03-08 21:46:40,"B5118","Tesoro website or mailing","Yes",1.90740740740741
141,2017-03-08 23:34:44,"B8593","I am currently an employee or contractor at Tesoro","Yes",1.98245370370646
347,2017-03-12 13:50:41,"G8692","Tesoro employee","Yes",5.57686342592869
32,2017-03-08 06:48:30,"L6356","Tesoro website or mailing","Yes",1.28368055555556
225,2017-03-09 20:54:08,"T4264","Indeed.com","Yes",2.87092592592593
600,2017-03-16 23:04:35,"V4670","Newspaper ad","Yes",9.96151620370922
54,2017-03-08 12:20:03,"V3208","Personal referral","Yes",1.51392361111387
399,2017-03-13 13:48:50,"L5524","Tesoro website or mailing","Yes",6.57557870370646
409,2017-03-13 16:52:32,"M1623","Personal referral","Yes",6.70314814815367
412,2017-03-13 17:20:05,"H5966","Recruiting organization","Yes",6.72228009259535
742,2017-03-19 22:21:39,"F4528","Tesoro employee","Yes",12.9317013888944
532,2017-03-15 13:53:59,"T4898","Online job site (other than Indeed)","Yes",8.57915509259259
315,2017-03-11 19:15:21,"S5659","Tesoro employee","Yes",4.8023379629602
480,2017-03-14 18:29:00,"C0762","Personal referral","Yes",7.77013888888889
123,2017-03-08 22:23:33,"N8213","Newspaper ad","Yes",1.93302083333333
115,2017-03-08 21:33:19,"R7431","Tesoro employee","Yes",1.89813657407683
808,2017-03-20 20:49:23,"L4409","Indeed.com","Yes",13.8676388888861
238,2017-03-09 22:23:54,"M4305","Personal referral","Yes",2.93326388888889
204,2017-03-09 17:07:40,"M1254","Employment agency","Yes",2.71365740741017
825,2017-03-20 22:52:58,"S9890","Tesoro employee","Yes",13.9534606481454
467,2017-03-14 16:17:16,"D3863","Tesoro website or mailing","Yes",7.67865740740741
333,2017-03-12 03:11:39,"U3345","Personal referral","Yes",5.13309027777778
701,2017-03-19 00:04:46,"R2285","Tesoro employee","Yes",12.0033217592565
445,2017-03-14 00:42:17,"C1031","Indeed.com","Yes",7.02937499999724
249,2017-03-10 01:42:14,"S8429","I am currently an employee or contractor at Tesoro","Yes",3.07099537037037
34,2017-03-08 08:25:13,"A3538","Indeed.com","Yes",1.35084490740741
260,2017-03-10 14:37:29,"O3905","Newspaper ad","Yes",3.60936342593144
833,2017-03-20 23:33:29,"W1587","Tesoro employee","Yes",13.9815972222195
543,2017-03-15 17:57:35,"T2015","Indeed.com","Yes",8.74832175925926
103,2017-03-08 20:00:37,"N7868","Personal referral","Yes",1.83377314814539
517,2017-03-15 03:27:45,"G0615","Tesoro employee","Yes",8.14428240740465
252,2017-03-10 02:32:40,"C6012","Indeed.com","Yes",3.10603009258983
494,2017-03-14 22:05:54,"W5640","Social media (e.g. Facebook or Twitter)","Yes",7.92076388889165
203,2017-03-09 17:07:11,"N7262","Personal referral","Yes",2.71332175926478
762,2017-03-20 03:19:44,"I6933","Indeed.com","Yes",13.138715277775
267,2017-03-10 18:00:00,"B9050","Tesoro website or mailing","Yes",3.75001157406856
448,2017-03-14 01:41:53,"M1536","Social media (e.g. Facebook or Twitter)","Yes",7.07076388888613
33,2017-03-08 07:54:36,"V3148","Indeed.com","Yes",1.32958333333333
493,2017-03-14 21:50:42,"B5270","Tesoro website or mailing","Yes",7.91020833333333
127,2017-03-08 22:44:07,"B3841","Tesoro employee","Yes",1.94730324074074
139,2017-03-08 23:30:10,"L0854","Personal referral","Yes",1.97928240741017
897,2017-03-21 22:13:36,"H9115","Personal referral","Yes",14.9261111111111
92,2017-03-08 17:57:14,"L8698","I am currently an employee or contractor at Tesoro","Yes",1.74809027777502
292,2017-03-11 00:45:09,"M5061","Tesoro website or mailing","Yes",4.03135416666943
775,2017-03-20 13:25:34,"H2699","Tesoro website or mailing","Yes",13.5594212962963
285,2017-03-10 22:48:05,"M3848","Indeed.com","Yes",3.95005787037313
145,2017-03-09 00:02:17,"H7279","Personal referral","Yes",2.0015972222167
661,2017-03-18 11:49:51,"T5211","Tesoro employee","Yes",11.4929513888916
248,2017-03-10 01:28:40,"S9677","Tesoro employee","Yes",3.06158564814539
356,2017-03-12 16:29:57,"E4400","Tesoro employee","Yes",5.68746527777778
18,2017-03-08 00:05:37,"P9003","Tesoro website or mailing","Yes",1.00390046296572
655,2017-03-18 02:05:52,"H0464","Indeed.com","Yes",11.0874074074102
31,2017-03-08 06:21:29,"J9457","I am currently an employee or contractor at Tesoro","Yes",1.26491898148424
829,2017-03-20 23:05:55,"B3627","Tesoro employee","Yes",13.9624421296324
414,2017-03-13 17:52:21,"T1926","Indeed.com","Yes",6.74468750000276
6,2017-03-07 22:10:40,"T6655","Tesoro employee","Yes",0.924074074079593
705,2017-03-19 00:45:09,"W0070","Indeed.com","Yes",12.0313541666694
535,2017-03-15 14:56:20,"J3503","Indeed.com","Yes",8.62246527777502
431,2017-03-13 21:24:49,"P9808","Newspaper ad","Yes",6.89223379630182
891,2017-03-21 17:52:45,"H4811","Indeed.com","Yes",14.7449652777805
57,2017-03-08 13:06:52,"E4093","Online job site (other than Indeed)","Yes",1.54643518518519
88,2017-03-08 17:41:52,"S8789","Online job site (other than Indeed)","Yes",1.73741898147872
59,2017-03-08 13:16:53,"B4573","Personal referral","Yes",1.55339120370646
851,2017-03-21 01:19:35,"B2509","Personal referral","Yes",14.0552662037092
157,2017-03-09 01:12:37,"J6575","Tesoro employee","Yes",2.05042824074074
313,2017-03-11 16:49:35,"C5581","Personal referral","Yes",4.70111111110559
437,2017-03-13 23:09:29,"O2575","Personal referral","Yes",6.96491898148148
360,2017-03-12 17:29:15,"D9467","Tesoro website or mailing","Yes",5.72864583333333
66,2017-03-08 14:36:57,"W9362","Tesoro employee","Yes",1.60899305556107
302,2017-03-11 13:48:43,"S2585","Personal referral","Yes",4.5754976851907
589,2017-03-16 18:12:56,"J0317","Tesoro employee","Yes",9.75898148148424
22,2017-03-08 00:58:51,"S9003","Indeed.com","Yes",1.04086805555556
222,2017-03-09 20:41:57,"F0542","Personal referral","Yes",2.86247685184909
332,2017-03-12 01:59:52,"S9342","Online job site (other than Indeed)","Yes",5.08325231481206
882,2017-03-21 15:15:45,"J4811","Personal referral","Yes",14.6359490740713
584,2017-03-16 16:27:36,"B8577","Indeed.com","Yes",9.68583333333609
878,2017-03-21 14:32:56,"H9681","Indeed.com","Yes",14.6062037037037
20,2017-03-08 00:37:40,"B3121","Tesoro employee","Yes",1.02616898147872
856,2017-03-21 02:04:09,"N2253","Personal referral","Yes",14.0862152777778
518,2017-03-15 03:33:58,"H2476","I am currently an employee or contractor at Tesoro","Yes",8.14858796296296
869,2017-03-21 13:17:44,"L6229","Personal referral","Yes",14.5539930555528
287,2017-03-10 23:22:27,"B3107","Tesoro employee","Yes",3.97392361111387
617,2017-03-17 07:21:53,"M9160","Online job site (other than Indeed)","Yes",10.3068634259259
597,2017-03-16 21:39:41,"H8344","Tesoro employee","Yes",9.90255787037313
554,2017-03-15 21:31:49,"W3452","Indeed.com","Yes",8.89709490740741
539,2017-03-15 15:48:03,"M4805","Tesoro employee","Yes",8.65836805555556
510,2017-03-15 01:05:32,"M2743","Personal referral","Yes",8.04552083333057
365,2017-03-12 18:44:57,"H0701","Tesoro employee","Yes",5.78121527777778
646,2017-03-17 21:17:10,"J9667","Tesoro employee","Yes",10.8869212962963
8,2017-03-07 22:20:54,"W8768","Online job site (other than Indeed)","Yes",0.931180555555556
502,2017-03-14 23:17:15,"H9880","Tesoro website or mailing","Yes",7.97031250000276
261,2017-03-10 14:58:30,"K1454","Tesoro employee","Yes",3.62395833333609
632,2017-03-17 16:52:46,"C0990","Social media (e.g. Facebook or Twitter)","Yes",10.7033101851852
35,2017-03-08 09:17:21,"D0529","Personal referral","Yes",1.38704861111111
628,2017-03-17 15:00:53,"L7055","Indeed.com","Yes",10.6256134259314
354,2017-03-12 16:26:55,"G0871","Tesoro website or mailing","Yes",5.68535879629906
71,2017-03-08 15:00:38,"O3392","Indeed.com","Yes",1.62545138888613
200,2017-03-09 16:39:17,"K2897","Personal referral","Yes",2.69395833333057
545,2017-03-15 18:40:48,"A8931","Indeed.com","Yes",8.77834490740465
167,2017-03-09 03:32:03,"P3219","Personal referral","Yes",2.14726851851576
328,2017-03-11 23:46:09,"B8523","Indeed.com","Yes",4.99038194444444
85,2017-03-08 17:05:26,"B5913","Personal referral","Yes",1.71210648148424
49,2017-03-08 11:47:35,"O0673","Tesoro website or mailing","Yes",1.49138888888337
334,2017-03-12 05:22:29,"B5820","Tesoro employee","Yes",5.22394675925926
73,2017-03-08 15:04:56,"J5323","Personal referral","Yes",1.62843749999724
795,2017-03-20 17:19:36,"S4776","I am currently an employee or contractor at Tesoro","Yes",13.72194444445
809,2017-03-20 20:54:28,"B3900","Personal referral","Yes",13.8711574074102
58,2017-03-08 13:15:49,"P9423","Tesoro employee","Yes",1.55265046296572
680,2017-03-18 18:00:06,"B8314","Indeed.com","Yes",11.7500810185158
17,2017-03-08 00:02:10,"K6600","Personal referral","Yes",1.00150462963239
444,2017-03-14 00:28:16,"B6415","Personal referral","Yes",7.01962962963515
485,2017-03-14 19:41:00,"B7264","Social media (e.g. Facebook or Twitter)","Yes",7.8201504629602
735,2017-03-19 20:36:10,"S1162","Tesoro website or mailing","Yes",12.8584606481454
440,2017-03-13 23:47:16,"C6035","Personal referral","Yes",6.99116898147596
797,2017-03-20 17:23:07,"F8533","Tesoro website or mailing","Yes",13.7243981481454
449,2017-03-14 01:44:23,"V4966","Tesoro employee","Yes",7.07248842592593
30,2017-03-08 02:55:15,"J4923","Personal referral","Yes",1.12170138888889
505,2017-03-14 23:33:50,"M2302","Indeed.com","Yes",7.98182870370646
241,2017-03-09 22:47:37,"B7271","Indeed.com","Yes",2.94974537036485
434,2017-03-13 22:41:53,"D3437","Personal referral","Yes",6.94575231481481
511,2017-03-15 01:38:32,"R8726","Job training program","Yes",8.06843749999724
294,2017-03-11 06:46:39,"F8909","Indeed.com","Yes",4.28239583333333
722,2017-03-19 15:26:35,"S3331","Newspaper ad","Yes",12.6434722222195
654,2017-03-18 01:41:35,"M0852","Indeed.com","Yes",11.0705555555528
209,2017-03-09 17:57:33,"I7865","Indeed.com","Yes",2.74831018518243
738,2017-03-19 20:49:19,"O1751","Personal referral","Yes",12.867581018524
455,2017-03-14 10:11:17,"M5022","Tesoro website or mailing","Yes",7.42451388888613
199,2017-03-09 16:23:57,"H6836","Online job site (other than Indeed)","Yes",2.68329861111111
168,2017-03-09 03:35:49,"F1114","Newspaper ad","Yes",2.1498842592565
558,2017-03-15 23:39:56,"M9898","Tesoro employee","Yes",8.98607638888613
737,2017-03-19 20:48:30,"C3304","Indeed.com","Yes",12.8670254629602
840,2017-03-20 23:58:39,"W2378","Indeed.com","Yes",13.9990625
540,2017-03-15 16:01:07,"B7424","Indeed.com","Yes",8.66744212963515
813,2017-03-20 21:17:10,"U0251","Personal referral","Yes",13.8869212962963
77,2017-03-08 15:36:05,"K9786","Indeed.com","Yes",1.65005787037037
212,2017-03-09 18:19:19,"M2733","Indeed.com","Yes",2.76342592592041
875,2017-03-21 14:18:16,"F5296","Tesoro website or mailing","Yes",14.5960185185185
228,2017-03-09 21:12:31,"T6618","Tesoro employee","Yes",2.88369212963239
11,2017-03-07 23:08:34,"M2498","Social media (e.g. Facebook or Twitter)","Yes",0.964282407410167
782,2017-03-20 14:32:02,"K4461","Tesoro website or mailing","Yes",13.6055902777723
296,2017-03-11 12:07:56,"G9058","Indeed.com","Yes",4.50550925925926
38,2017-03-08 10:23:47,"S1717","Personal referral","Yes",1.43318287037313
479,2017-03-14 18:21:13,"S2726","Tesoro website or mailing","Yes",7.76473379629906
135,2017-03-08 23:22:28,"W3994","Indeed.com","Yes",1.9739351851907
250,2017-03-10 01:57:25,"P8266","Personal referral","Yes",3.08153935185737
567,2017-03-16 04:32:04,"G3726","I am currently an employee or contractor at Tesoro","Yes",9.1889467592565
476,2017-03-14 18:02:42,"N6155","Indeed.com","Yes",7.75187500000276
215,2017-03-09 19:11:19,"B2474","Newspaper ad","Yes",2.79952546296296
610,2017-03-17 01:50:41,"J1331","Personal referral","Yes",10.0768634259287
752,2017-03-20 01:04:25,"K5019","Personal referral","Yes",13.0447337962991
198,2017-03-09 16:22:31,"J9910","Tesoro employee","Yes",2.68230324074074
174,2017-03-09 09:42:07,"A7815","I am currently an employee or contractor at Tesoro","Yes",2.4042476851907
721,2017-03-19 15:13:51,"B3848","Tesoro employee","Yes",12.6346296296241
477,2017-03-14 18:05:40,"D5532","Indeed.com","Yes",7.7539467592565
835,2017-03-20 23:36:32,"G9218","I am currently an employee or contractor at Tesoro","Yes",13.983715277775
572,2017-03-16 11:32:02,"K5428","Personal referral","Yes",9.48059027777226
422,2017-03-13 20:21:21,"T7941","Tesoro website or mailing","Yes",6.84815972222774
821,2017-03-20 22:02:24,"A2951","Indeed.com","Yes",13.9183449074046
499,2017-03-14 22:56:29,"A7761","I am currently an employee or contractor at Tesoro","Yes",7.9558912037037
768,2017-03-20 09:41:36,"I2921","Newspaper ad","Yes",13.4039004629602
185,2017-03-09 14:13:27,"W5895","Newspaper ad","Yes",2.59267361111387
357,2017-03-12 16:32:10,"V3063","Indeed.com","Yes",5.68901620370094
767,2017-03-20 09:04:13,"S2231","Personal referral","Yes",13.3779282407407
99,2017-03-08 19:47:27,"D6756","Newspaper ad","Yes",1.82462962962687
877,2017-03-21 14:29:13,"R3284","Indeed.com","Yes",14.6036226851852
596,2017-03-16 20:36:04,"P5104","Personal referral","Yes",9.85839120369818
766,2017-03-20 08:01:25,"S1750","Indeed.com","Yes",13.3343171296296
428,2017-03-13 20:59:12,"W9325","Indeed.com","Yes",6.87445601851576
504,2017-03-14 23:32:38,"K4667","Newspaper ad","Yes",7.98100694444168
419,2017-03-13 20:06:52,"V5223","Tesoro employee","Yes",6.83810185185461
340,2017-03-12 12:19:09,"H7792","I am currently an employee or contractor at Tesoro","Yes",5.51329861111387
627,2017-03-17 13:46:49,"L6931","Indeed.com","Yes",10.5741782407435
847,2017-03-21 00:50:33,"B6538","Personal referral","Yes",14.0351041666667
686,2017-03-18 19:23:28,"I0206","Social media (e.g. Facebook or Twitter)","Yes",11.8079629629657
660,2017-03-18 11:09:51,"E2877","Tesoro website or mailing","Yes",11.4651736111111
707,2017-03-19 01:20:33,"O8903","Personal referral","Yes",12.0559490740713
308,2017-03-11 15:54:01,"R0460","Tesoro employee","Yes",4.66251157407407
777,2017-03-20 13:50:38,"R0134","Tesoro website or mailing","Yes",13.5768287037065
771,2017-03-20 11:28:46,"W7976","Indeed.com","Yes",13.4783101851852
457,2017-03-14 12:55:39,"S5901","Tesoro website or mailing","Yes",7.53864583333885
