"","X","lon","lat","job"
"123",124,-118.084112,33.992795,"Pipefitter"
"124",125,-118.3142153,33.9683929,"Pipefitter"
"125",126,-118.295317,33.805693,"Pipefitter"
"126",127,-118.3010746,33.8860475,"Pipefitter"
"127",128,-119.1929363,34.179413,"Pipefitter"
"128",129,-118.1760478,33.7748081,"Pipefitter"
"129",130,-118.2257575,33.8280987,"Pipefitter"
"130",131,-118.323678,33.822299,"Pipefitter"
"131",132,-118.1416626,33.9176777,"Pipefitter"
"132",133,-118.3406288,33.8358492,"Pipefitter"
"133",134,-118.1964925,33.8136524,"Pipefitter"
"134",135,-117.2189293,33.8857707,"Pipefitter"
"135",136,-118.167958,33.774063,"Pipefitter"
"136",137,-118.2947776,33.7391877,"Pipefitter"
"137",138,-118.3008996,33.8981961,"Pipefitter"
"138",139,-118.224597,33.830347,"Pipefitter"
"139",140,-117.5725628,34.426288,"Pipefitter"
"140",141,-118.2956511,33.734422,"Pipefitter"
"141",142,-117.6916911,33.4680223,"Pipefitter"
"142",143,-117.926953,33.783761,"Pipefitter"
"143",144,-118.2502712,33.9227233,"Pipefitter"
"144",145,-118.187876,33.852233,"Pipefitter"
"145",146,-118.1547391,33.9446347,"Pipefitter"
"146",147,-118.986215,35.404454,"Pipefitter"
"147",148,-118.2965084,33.7906551,"Pipefitter"
"148",149,-119.03088,35.319811,"Pipefitter"
"149",150,-118.2320245,34.135343,"Pipefitter"
"150",151,-117.9143727,34.0250232,"Pipefitter"
"151",152,-118.1914893,33.7967657,"Pipefitter"
"152",153,-118.16641,33.870529,"Pipefitter"
"153",154,-118.2820332,33.8288416,"Pipefitter"
"154",155,-118.2114943,33.7914704,"Pipefitter"
