"","X","lon","lat","job"
"92",93,-118.330043,33.862265,"Machinist/Millwright/Mechanic"
"93",94,-118.1464898,33.8885007,"Machinist/Millwright/Mechanic"
"94",95,-118.2673065,33.8139181,"Machinist/Millwright/Mechanic"
"95",96,-118.081326,34.6770214,"Machinist/Millwright/Mechanic"
"96",97,-118.135695,33.924735,"Machinist/Millwright/Mechanic"
"97",98,-117.789172,33.862929,"Machinist/Millwright/Mechanic"
"98",99,-117.501502,33.783811,"Machinist/Millwright/Mechanic"
"99",100,-118.2964861,33.7404084,"Machinist/Millwright/Mechanic"
"100",101,-118.294759,33.812662,"Machinist/Millwright/Mechanic"
"101",102,-118.0636124,33.8400009,"Machinist/Millwright/Mechanic"
"102",103,-118.027857,33.8141419,"Machinist/Millwright/Mechanic"
"103",104,-117.583033,33.962064,"Machinist/Millwright/Mechanic"
"104",105,-117.991156,33.934838,"Machinist/Millwright/Mechanic"
"105",106,-118.176042,33.865023,"Machinist/Millwright/Mechanic"
"106",107,-118.165772,33.780353,"Machinist/Millwright/Mechanic"
"107",108,-118.3540023,33.9087442,"Machinist/Millwright/Mechanic"
"108",109,-117.8963648,33.8269243,"Machinist/Millwright/Mechanic"
"109",110,-117.249603,33.929535,"Machinist/Millwright/Mechanic"
"110",111,-118.0096541,33.8225762,"Machinist/Millwright/Mechanic"
"111",112,-118.2445327,34.145461,"Machinist/Millwright/Mechanic"
"112",113,-118.2704743,33.9072463,"Machinist/Millwright/Mechanic"
"113",114,-117.6769428,33.6455144,"Machinist/Millwright/Mechanic"
"114",115,-118.2706382,33.9072276,"Machinist/Millwright/Mechanic"
"115",116,-118.3049825,33.865424,"Machinist/Millwright/Mechanic"
"116",117,-118.145231,33.9197764,"Machinist/Millwright/Mechanic"
"117",118,-118.200283,33.936141,"Machinist/Millwright/Mechanic"
"118",119,-104.937512,39.934735,"Machinist/Millwright/Mechanic"
"119",120,-117.876945,33.921062,"Machinist/Millwright/Mechanic"
"120",121,-117.2628738,33.6953987,"Machinist/Millwright/Mechanic"
"121",122,-118.186871,33.801591,"Machinist/Millwright/Mechanic"
"122",123,-118.117575,34.01893,"Machinist/Millwright/Mechanic"
"123",125,-118.134802,33.90775,"Machinist/Millwright/Mechanic"
"124",126,-117.5940532,33.8724337,"Machinist/Millwright/Mechanic"
"125",127,-119.3938298,35.2172047,"Machinist/Millwright/Mechanic"
"126",128,-118.195442,33.815421,"Machinist/Millwright/Mechanic"
