"Respondent","Applied_Time","ApplicantID","how_hear","Applicant","app_day"
341,2017-10-07 22:15:12,"H0282","Social media (e.g. Facebook or Twitter)","Yes",3.92722222222222
342,2017-10-07 22:28:57,"C2575","Andeavor employee","Yes",3.93677083333333
343,2017-10-07 22:36:05,"H0244","Andeavor employee","Yes",3.94172453703704
344,2017-10-07 22:38:20,"N8684","Andeavor employee","Yes",3.94328703703704
345,2017-10-07 22:45:46,"S3873","Social media (e.g. Facebook or Twitter)","Yes",3.94844907407407
346,2017-10-07 23:17:56,"W7820","Andeavor employee","Yes",3.97078703703704
347,2017-10-07 23:20:51,"G4567","Personal referral","Yes",3.9728125
348,2017-10-07 23:33:26,"D1056","I am currently an employee or contractor at Andeavor","Yes",3.98155092592593
349,2017-10-07 23:51:12,"D2006","Job training program","Yes",3.99388888888889
350,2017-10-08 00:03:47,"R5895","Personal referral","Yes",4.00262731481481
351,2017-10-08 00:05:30,"A7974","Andeavor employee","Yes",4.00381944444444
352,2017-10-08 00:14:32,NA,"Personal referral","No",4.01009259259259
353,2017-10-08 00:27:00,"M7336","Indeed.com","Yes",4.01875
354,2017-10-08 00:46:10,"M3685","Andeavor employee","Yes",4.03206018518518
355,2017-10-08 00:46:15,"E6713","I am currently an employee or contractor at Andeavor","Yes",4.03211805555556
356,2017-10-08 00:50:37,"V1146","Andeavor employee","Yes",4.03515046296296
357,2017-10-08 01:02:47,"G8174","Personal referral","Yes",4.04359953703704
358,2017-10-08 01:12:28,"M7882","Andeavor website or mailing","Yes",4.05032407407407
359,2017-10-08 01:38:21,"W5943","Andeavor website or mailing","Yes",4.06829861111111
360,2017-10-08 01:40:29,"M9684","Personal referral","Yes",4.06978009259259
361,2017-10-08 01:45:44,"B3327","Social media (e.g. Facebook or Twitter)","Yes",4.07342592592593
362,2017-10-08 02:06:18,"B8743","Personal referral","Yes",4.08770833333333
363,2017-10-08 02:22:55,"R1215","Indeed.com","Yes",4.09924768518519
364,2017-10-08 02:28:55,"W0487","Personal referral","Yes",4.10341435185185
365,2017-10-08 02:32:11,"B6353","Andeavor employee","Yes",4.10568287037037
366,2017-10-08 02:42:40,"G8443","Recruiting organization","Yes",4.11296296296296
367,2017-10-08 02:43:51,"H4428","I am currently an employee or contractor at Andeavor","Yes",4.11378472222222
368,2017-10-08 03:22:32,"C6961","Personal referral","Yes",4.14064814814815
369,2017-10-08 04:38:01,"R0500","Andeavor employee","Yes",4.19306712962963
370,2017-10-08 06:24:02,"K9270","Personal referral","Yes",4.26668981481482
371,2017-10-08 08:31:10,"E3857","Indeed.com","Yes",4.35497685185185
372,2017-10-08 09:23:14,NA,"Personal referral","No",4.39113425925926
373,2017-10-08 09:26:08,NA,"Personal referral","No",4.39314814814815
374,2017-10-08 09:34:46,NA,"Newspaper ad","No",4.39914351851852
375,2017-10-08 10:18:08,"G9132","Personal referral","Yes",4.42925925925926
376,2017-10-08 10:59:30,"A5753","Personal referral","Yes",4.45798611111111
377,2017-10-08 11:29:36,"T3426","Personal referral","Yes",4.47888888888889
378,2017-10-08 12:11:55,"R2952","I am currently an employee or contractor at Andeavor","Yes",4.50827546296296
379,2017-10-08 12:51:40,"T7137","Andeavor website or mailing","Yes",4.53587962962963
380,2017-10-08 13:30:08,"C4310","Social media (e.g. Facebook or Twitter)","Yes",4.56259259259259
381,2017-10-08 14:02:25,"A6355","Andeavor website or mailing","Yes",4.58501157407407
382,2017-10-08 14:24:24,"T8310","Andeavor employee","Yes",4.60027777777778
383,2017-10-08 14:27:04,"W7324","Indeed.com","Yes",4.60212962962963
384,2017-10-08 15:31:40,"W7680","Andeavor employee","Yes",4.64699074074074
385,2017-10-08 15:33:06,"C0160","I am currently an employee or contractor at Andeavor","Yes",4.64798611111111
386,2017-10-08 15:44:21,"C9431","Personal referral","Yes",4.65579861111111
387,2017-10-08 16:03:38,"M3966","Personal referral","Yes",4.66918981481481
388,2017-10-08 16:25:14,"S6705","Personal referral","Yes",4.68418981481481
389,2017-10-08 16:37:48,"S0913","Personal referral","Yes",4.69291666666667
390,2017-10-08 16:46:02,"R2559","Personal referral","Yes",4.69863425925926
391,2017-10-08 16:48:43,"C1277","Andeavor website or mailing","Yes",4.70049768518519
392,2017-10-08 16:57:09,"C9370","Indeed.com","Yes",4.70635416666667
393,2017-10-08 17:40:57,"D9482","I am currently an employee or contractor at Andeavor","Yes",4.73677083333333
394,2017-10-08 18:36:19,"L3558","Andeavor employee","Yes",4.77521990740741
395,2017-10-08 19:26:30,"W6668","Indeed.com","Yes",4.81006944444444
396,2017-10-08 20:13:28,NA,"Social media (e.g. Facebook or Twitter)","No",4.84268518518518
398,2017-10-08 21:09:21,NA,"Personal referral","No",4.88149305555556
399,2017-10-08 23:04:09,NA,"Online job site (other than Indeed)","No",4.96121527777778
400,2017-10-08 23:16:54,"B1424","Personal referral","Yes",4.97006944444444
401,2017-10-08 23:27:26,"A0742","Andeavor employee","Yes",4.97738425925926
403,2017-10-08 23:49:02,"K5449","Indeed.com","Yes",4.99238425925926
404,2017-10-09 00:10:24,"G9778","Andeavor employee","Yes",5.00722222222222
405,2017-10-09 00:12:37,"W4316","Andeavor employee","Yes",5.00876157407407
406,2017-10-09 00:20:39,"K5156","Social media (e.g. Facebook or Twitter)","Yes",5.01434027777778
407,2017-10-09 00:59:50,"D3387","Andeavor employee","Yes",5.04155092592593
408,2017-10-09 01:11:44,"C8190","I am currently an employee or contractor at Andeavor","Yes",5.04981481481482
409,2017-10-09 01:17:48,"S5467","Personal referral","Yes",5.05402777777778
410,2017-10-09 01:28:00,"N7803","Andeavor employee","Yes",5.06111111111111
411,2017-10-09 01:29:11,"F7530","Andeavor employee","Yes",5.06193287037037
412,2017-10-09 01:31:36,"R2801","Andeavor employee","Yes",5.06361111111111
413,2017-10-09 01:54:52,"T7435","Personal referral","Yes",5.07976851851852
414,2017-10-09 02:46:34,"O7844","Indeed.com","Yes",5.1156712962963
415,2017-10-09 03:16:34,"W3391","Andeavor employee","Yes",5.13650462962963
416,2017-10-09 04:25:32,"S1161","Indeed.com","Yes",5.18439814814815
417,2017-10-09 05:16:40,"D4010","Andeavor employee","Yes",5.21990740740741
418,2017-10-09 06:09:11,"H3530","Indeed.com","Yes",5.25637731481481
419,2017-10-09 07:18:56,"K1459","Andeavor website or mailing","Yes",5.30481481481482
420,2017-10-09 09:56:50,"P3131","Personal referral","Yes",5.41446759259259
421,2017-10-09 11:14:08,"R9531","Andeavor website or mailing","Yes",5.46814814814815
422,2017-10-09 12:13:07,"M6543","Personal referral","Yes",5.5091087962963
423,2017-10-09 12:53:48,"C7570","Andeavor employee","Yes",5.53736111111111
424,2017-10-09 13:04:09,"B4406","Andeavor employee","Yes",5.54454861111111
425,2017-10-09 13:21:37,"H1230","Indeed.com","Yes",5.55667824074074
426,2017-10-09 14:16:34,"N4951","Andeavor employee","Yes",5.59483796296296
427,2017-10-09 14:18:39,"B6469","Indeed.com","Yes",5.59628472222222
428,2017-10-09 14:57:57,"S6424","Andeavor employee","Yes",5.62357638888889
429,2017-10-09 15:06:52,"M9645","Personal referral","Yes",5.62976851851852
430,2017-10-09 15:44:11,"S5711","Andeavor employee","Yes",5.65568287037037
431,2017-10-09 15:53:41,"C9456","Andeavor employee","Yes",5.66228009259259
432,2017-10-09 16:31:38,"A1435","Andeavor employee","Yes",5.68863425925926
433,2017-10-09 16:46:46,"A4866","Personal referral","Yes",5.69914351851852
434,2017-10-09 16:51:54,"B1955","Andeavor employee","Yes",5.70270833333333
435,2017-10-09 17:11:07,"M0147","Indeed.com","Yes",5.71605324074074
436,2017-10-09 18:13:35,"M9331","Indeed.com","Yes",5.75943287037037
437,2017-10-09 18:40:42,"S5263","Online job site (other than Indeed)","Yes",5.77826388888889
438,2017-10-09 18:50:56,"L3064","Personal referral","Yes",5.78537037037037
439,2017-10-09 19:04:22,"A9228","Andeavor employee","Yes",5.79469907407407
440,2017-10-09 19:14:02,"N4025","Andeavor employee","Yes",5.80141203703704
441,2017-10-09 19:31:42,"R5454","Personal referral","Yes",5.81368055555556
442,2017-10-09 20:10:01,"L2240","Social media (e.g. Facebook or Twitter)","Yes",5.84028935185185
443,2017-10-09 20:12:55,NA,"Personal referral","No",5.84230324074074
444,2017-10-09 20:23:33,"G1195","Personal referral","Yes",5.8496875
445,2017-10-09 21:27:46,"O9633","I am currently an employee or contractor at Andeavor","Yes",5.89428240740741
446,2017-10-09 21:31:08,"M9995","Indeed.com","Yes",5.89662037037037
447,2017-10-09 21:38:36,"H7829","Indeed.com","Yes",5.90180555555556
448,2017-10-09 21:40:43,"D7617","Indeed.com","Yes",5.90327546296296
449,2017-10-09 22:13:37,"A9308","Andeavor employee","Yes",5.92612268518519
450,2017-10-09 22:34:02,"D9939","I am currently an employee or contractor at Andeavor","Yes",5.94030092592593
451,2017-10-09 22:58:14,"C4265","I am currently an employee or contractor at Andeavor","Yes",5.95710648148148
452,2017-10-09 23:04:09,"R6553","Andeavor employee","Yes",5.96121527777778
453,2017-10-09 23:07:04,"M2282","Personal referral","Yes",5.96324074074074
454,2017-10-09 23:16:34,"G9171","Social media (e.g. Facebook or Twitter)","Yes",5.96983796296296
455,2017-10-09 23:18:59,"B1280","Personal referral","Yes",5.9715162037037
456,2017-10-09 23:21:06,"L2747","Indeed.com","Yes",5.97298611111111
457,2017-10-09 23:27:31,NA,"Personal referral","No",5.97744212962963
458,2017-10-09 23:41:21,NA,"Andeavor employee","No",5.98704861111111
459,2017-10-09 23:49:11,NA,"Andeavor website or mailing","No",5.99248842592593
460,2017-10-09 23:49:36,NA,"Andeavor website or mailing","No",5.99277777777778
461,2017-10-09 23:52:52,"M0920","Personal referral","Yes",5.9950462962963
462,2017-10-10 00:31:30,"M0563","Andeavor employee","Yes",6.021875
463,2017-10-10 01:09:18,"C9047","Personal referral","Yes",6.048125
464,2017-10-10 01:15:11,"P3854","Indeed.com","Yes",6.05221064814815
465,2017-10-10 01:15:50,"H9322","Andeavor employee","Yes",6.05266203703704
466,2017-10-10 01:16:14,"S4580","Personal referral","Yes",6.05293981481481
467,2017-10-10 01:32:39,"E9740","Personal referral","Yes",6.06434027777778
468,2017-10-10 01:34:55,"M5134","Andeavor employee","Yes",6.06591435185185
469,2017-10-10 01:44:42,NA,"Online job site (other than Indeed)","No",6.07270833333333
470,2017-10-10 02:33:59,"J7505","I am currently an employee or contractor at Andeavor","Yes",6.10693287037037
471,2017-10-10 02:41:15,"K9890","Andeavor website or mailing","Yes",6.11197916666667
472,2017-10-10 03:27:38,"B0442","Indeed.com","Yes",6.14418981481481
473,2017-10-10 03:46:19,"B5413","Indeed.com","Yes",6.15716435185185
474,2017-10-10 08:50:43,"J0701","Social media (e.g. Facebook or Twitter)","Yes",6.36855324074074
475,2017-10-10 09:53:02,"R4200","I am currently an employee or contractor at Andeavor","Yes",6.4118287037037
476,2017-10-10 11:03:22,"S9453","Andeavor employee","Yes",6.4606712962963
477,2017-10-10 12:08:11,"F6733","Indeed.com","Yes",6.50568287037037
478,2017-10-10 12:24:05,"P1613","I am currently an employee or contractor at Andeavor","Yes",6.51672453703704
479,2017-10-10 13:30:47,NA,"Social media (e.g. Facebook or Twitter)","No",6.56304398148148
480,2017-10-10 13:44:54,"S4918","Social media (e.g. Facebook or Twitter)","Yes",6.57284722222222
481,2017-10-10 13:55:13,"G5762","Social media (e.g. Facebook or Twitter)","Yes",6.58001157407407
482,2017-10-10 14:02:40,"T0592","Indeed.com","Yes",6.58518518518519
483,2017-10-10 14:04:53,NA,"Personal referral","No",6.58672453703704
484,2017-10-10 14:05:27,"S3583","I am currently an employee or contractor at Andeavor","Yes",6.58711805555556
485,2017-10-10 14:27:36,"B2337","Personal referral","Yes",6.6025
486,2017-10-10 14:57:23,"E5490","Personal referral","Yes",6.62318287037037
487,2017-10-10 15:30:28,"M3248","Indeed.com","Yes",6.64615740740741
488,2017-10-10 17:14:11,"B0024","Andeavor employee","Yes",6.71818287037037
489,2017-10-10 18:05:08,NA,"Social media (e.g. Facebook or Twitter)","No",6.75356481481481
490,2017-10-10 18:10:40,"F1676","Social media (e.g. Facebook or Twitter)","Yes",6.75740740740741
491,2017-10-10 18:12:49,"S9361","Personal referral","Yes",6.75890046296296
492,2017-10-10 18:26:18,NA,"Andeavor employee","No",6.76826388888889
493,2017-10-10 19:32:16,"J4193","Personal referral","Yes",6.81407407407407
494,2017-10-10 19:57:06,"B8232","Personal referral","Yes",6.83131944444444
495,2017-10-10 20:02:45,"H2121","Social media (e.g. Facebook or Twitter)","Yes",6.83524305555556
496,2017-10-10 20:13:57,"R6947","Andeavor employee","Yes",6.84302083333333
497,2017-10-10 20:32:55,"C7196","Andeavor employee","Yes",6.85619212962963
498,2017-10-10 21:00:09,"K6678","Personal referral","Yes",6.87510416666667
499,2017-10-10 21:11:31,NA,"Personal referral","No",6.88299768518519
501,2017-10-10 21:34:17,"M9942","Personal referral","Yes",6.89880787037037
502,2017-10-10 21:41:08,"G5198","Personal referral","Yes",6.90356481481481
503,2017-10-10 22:16:02,"M3363","Personal referral","Yes",6.92780092592593
504,2017-10-10 22:19:48,"Y8936","Indeed.com","Yes",6.93041666666667
505,2017-10-10 22:54:38,"G6507","Personal referral","Yes",6.95460648148148
506,2017-10-10 23:04:44,"S4573","Online job site (other than Indeed)","Yes",6.96162037037037
507,2017-10-10 23:22:17,"H8943","Indeed.com","Yes",6.97380787037037
508,2017-10-10 23:22:33,"G3789","Andeavor employee","Yes",6.97399305555556
509,2017-10-10 23:49:11,"B8884","Andeavor employee","Yes",6.99248842592593
510,2017-10-10 23:57:24,"T3074","Andeavor website or mailing","Yes",6.99819444444444
511,2017-10-10 23:59:01,NA,"Personal referral","No",6.99931712962963
512,2017-10-11 00:09:49,"J1963","Indeed.com","Yes",7.00681712962963
513,2017-10-11 00:11:43,"H1968","Andeavor employee","Yes",7.00813657407407
514,2017-10-11 00:33:39,"R5214","Indeed.com","Yes",7.02336805555556
515,2017-10-11 01:04:59,"Q4906","Andeavor employee","Yes",7.04512731481482
516,2017-10-11 01:12:35,"E1468","Social media (e.g. Facebook or Twitter)","Yes",7.05040509259259
517,2017-10-11 02:04:11,"J7165","Indeed.com","Yes",7.08623842592593
518,2017-10-11 03:10:06,"S5417","Andeavor employee","Yes",7.13201388888889
519,2017-10-11 03:45:32,"Y1738","Andeavor employee","Yes",7.15662037037037
520,2017-10-11 09:33:01,"W9151","Indeed.com","Yes",7.39792824074074
521,2017-10-11 09:39:19,"M0412","Personal referral","Yes",7.40230324074074
522,2017-10-11 12:01:49,"C4038","Andeavor employee","Yes",7.50126157407407
523,2017-10-11 12:34:48,NA,"Andeavor website or mailing","No",7.52416666666667
524,2017-10-11 12:48:04,"H1761","Personal referral","Yes",7.53337962962963
525,2017-10-11 13:21:50,"A7521","Personal referral","Yes",7.5568287037037
526,2017-10-11 13:34:01,"R3078","Social media (e.g. Facebook or Twitter)","Yes",7.56528935185185
527,2017-10-11 14:52:12,NA,"Personal referral","No",7.61958333333333
528,2017-10-11 15:28:22,"A2011","Recruiting organization","Yes",7.64469907407407
529,2017-10-11 15:30:12,"W5228","Indeed.com","Yes",7.64597222222222
530,2017-10-11 15:46:10,NA,"Andeavor employee","No",7.65706018518518
531,2017-10-11 15:56:08,"V1387","Social media (e.g. Facebook or Twitter)","Yes",7.66398148148148
532,2017-10-11 16:21:53,"F6382","Personal referral","Yes",7.68186342592593
533,2017-10-11 17:06:00,"D4902","Andeavor employee","Yes",7.7125
534,2017-10-11 18:32:25,"J2202","Indeed.com","Yes",7.77251157407407
535,2017-10-11 19:15:19,"R9995","Andeavor website or mailing","Yes",7.80230324074074
536,2017-10-11 20:25:43,"B2005","Indeed.com","Yes",7.85119212962963
537,2017-10-11 21:06:06,"L6518","Indeed.com","Yes",7.87923611111111
539,2017-10-11 22:15:19,NA,"Andeavor website or mailing","No",7.92730324074074
540,2017-10-11 22:16:00,NA,"Andeavor website or mailing","No",7.92777777777778
541,2017-10-11 22:18:29,NA,"Indeed.com","No",7.92950231481481
542,2017-10-11 23:06:18,"R3592","I am currently an employee or contractor at Andeavor","Yes",7.96270833333333
543,2017-10-11 23:16:19,"M2278","Personal referral","Yes",7.96966435185185
544,2017-10-11 23:54:04,"S2952","Personal referral","Yes",7.99587962962963
545,2017-10-12 00:03:03,"B3712","Andeavor employee","Yes",8.00211805555556
546,2017-10-12 00:34:03,"S2423","Andeavor employee","Yes",8.02364583333333
547,2017-10-12 00:38:29,"C4048","Personal referral","Yes",8.02672453703704
548,2017-10-12 00:43:33,"D1074","Andeavor employee","Yes",8.03024305555556
549,2017-10-12 01:14:43,"C7212","Andeavor employee","Yes",8.05188657407407
550,2017-10-12 02:21:44,"S1165","Personal referral","Yes",8.09842592592593
551,2017-10-12 02:28:28,NA,"Indeed.com","No",8.10310185185185
552,2017-10-12 03:28:29,"H0974","Indeed.com","Yes",8.14478009259259
553,2017-10-12 08:22:14,"Y5395","Personal referral","Yes",8.34877314814815
554,2017-10-12 11:41:46,"M5608","Indeed.com","Yes",8.48733796296296
555,2017-10-12 12:45:39,"K5787","Personal referral","Yes",8.53170138888889
556,2017-10-12 13:02:00,"R4864","Indeed.com","Yes",8.54305555555556
557,2017-10-12 13:21:21,"J3244","Social media (e.g. Facebook or Twitter)","Yes",8.55649305555556
558,2017-10-12 13:51:17,"B2804","Personal referral","Yes",8.57728009259259
559,2017-10-12 15:26:07,"G4120","Indeed.com","Yes",8.64313657407407
560,2017-10-12 15:42:23,"K6063","Andeavor employee","Yes",8.65443287037037
561,2017-10-12 16:23:43,"B9362","Indeed.com","Yes",8.68313657407407
562,2017-10-12 17:16:22,"R0688","Indeed.com","Yes",8.71969907407407
563,2017-10-12 17:22:40,NA,"Personal referral","No",8.72407407407407
564,2017-10-12 17:43:21,"B4857","Andeavor employee","Yes",8.7384375
565,2017-10-12 18:18:36,"O2200","Indeed.com","Yes",8.76291666666667
566,2017-10-12 18:25:33,NA,"Online job site (other than Indeed)","No",8.76774305555556
567,2017-10-12 18:56:02,"V0723","Indeed.com","Yes",8.78891203703704
568,2017-10-12 19:21:33,NA,"Don't remember","No",8.80663194444444
569,2017-10-12 19:23:45,NA,"Don't remember","No",8.80815972222222
570,2017-10-12 19:29:02,"G7000","Andeavor website or mailing","Yes",8.8118287037037
571,2017-10-12 19:30:26,NA,"Andeavor employee","No",8.81280092592593
572,2017-10-12 20:24:52,"M6289","Personal referral","Yes",8.85060185185185
573,2017-10-12 21:43:23,"S2158","Personal referral","Yes",8.90512731481481
574,2017-10-12 22:14:30,NA,"Indeed.com","No",8.92673611111111
575,2017-10-12 22:14:51,"W1810","Andeavor employee","Yes",8.92697916666667
576,2017-10-12 22:37:17,"C0576","Personal referral","Yes",8.94255787037037
577,2017-10-12 22:40:40,NA,"Indeed.com","No",8.94490740740741
578,2017-10-12 22:52:47,"C0488","Andeavor employee","Yes",8.95332175925926
579,2017-10-12 23:50:41,"V1527","Andeavor employee","Yes",8.99353009259259
580,2017-10-13 00:56:39,"T2851","Indeed.com","Yes",9.03934027777778
581,2017-10-13 00:58:05,NA,"Online job site (other than Indeed)","No",9.04033564814815
582,2017-10-13 01:46:37,"S1971","Andeavor website or mailing","Yes",9.07403935185185
583,2017-10-13 06:56:44,"K6603","Personal referral","Yes",9.28939814814815
585,2017-10-13 13:23:31,"J5273","Indeed.com","Yes",9.55799768518519
586,2017-10-13 13:31:34,NA,"Indeed.com","No",9.56358796296296
587,2017-10-13 13:38:56,"Z3983","Social media (e.g. Facebook or Twitter)","Yes",9.5687037037037
588,2017-10-13 13:39:51,"S0776","Indeed.com","Yes",9.56934027777778
589,2017-10-13 13:58:13,"V0332","Personal referral","Yes",9.58209490740741
590,2017-10-13 15:56:27,"A1027","Personal referral","Yes",9.66420138888889
591,2017-10-13 16:27:52,NA,"Indeed.com","No",9.68601851851852
592,2017-10-13 17:02:53,NA,"Indeed.com","No",9.71033564814815
593,2017-10-13 17:04:37,NA,"Personal referral","No",9.71153935185185
594,2017-10-13 19:05:21,"M3203","Personal referral","Yes",9.79538194444445
595,2017-10-13 19:34:55,NA,"Personal referral","No",9.81591435185185
596,2017-10-13 19:50:06,"C4237","Social media (e.g. Facebook or Twitter)","Yes",9.82645833333333
597,2017-10-13 20:12:04,"W6349","Andeavor employee","Yes",9.84171296296296
598,2017-10-13 20:43:28,"T2686","Personal referral","Yes",9.86351851851852
599,2017-10-13 20:51:20,"G6517","Social media (e.g. Facebook or Twitter)","Yes",9.86898148148148
600,2017-10-13 23:01:23,"P5500","I am currently an employee or contractor at Andeavor","Yes",9.95929398148148
601,2017-10-14 00:59:48,"P8018","Indeed.com","Yes",10.0415277777778
602,2017-10-14 04:32:13,"T2867","Indeed.com","Yes",10.1890393518519
603,2017-10-14 16:14:56,"D9844","Andeavor employee","Yes",10.677037037037
604,2017-10-14 18:32:36,"L1676","Social media (e.g. Facebook or Twitter)","Yes",10.7726388888889
605,2017-10-14 18:55:12,"S9642","Job training program","Yes",10.7883333333333
606,2017-10-14 19:00:54,"H6456","Indeed.com","Yes",10.7922916666667
607,2017-10-14 21:17:40,NA,"Indeed.com","No",10.8872685185185
608,2017-10-14 23:56:12,"R0922","Personal referral","Yes",10.9973611111111
609,2017-10-15 02:43:43,NA,"Social media (e.g. Facebook or Twitter)","No",11.1136921296296
611,2017-10-15 14:41:46,"B0587","Indeed.com","Yes",11.612337962963
612,2017-10-15 20:48:51,NA,"Indeed.com","No",11.8672569444444
613,2017-10-15 21:23:42,"A2395","Indeed.com","Yes",11.8914583333333
614,2017-10-15 22:38:57,"S9482","Andeavor employee","Yes",11.9437152777778
615,2017-10-15 23:01:10,"A1836","Andeavor employee","Yes",11.9591435185185
616,2017-10-15 23:13:13,"F3948","Job training program","Yes",11.9675115740741
617,2017-10-15 23:45:24,"Z9805","Andeavor website or mailing","Yes",11.9898611111111
618,2017-10-16 00:17:51,"L3422","Andeavor employee","Yes",12.0123958333333
619,2017-10-16 07:19:58,"S8411","Newspaper ad","Yes",12.3055324074074
620,2017-10-16 10:00:53,NA,"Indeed.com","No",12.4172800925926
621,2017-10-16 11:46:48,"D6897","Andeavor website or mailing","Yes",12.4908333333333
622,2017-10-16 12:15:30,"M1922","Personal referral","Yes",12.5107638888889
623,2017-10-16 13:07:03,"O3297","Indeed.com","Yes",12.5465625
624,2017-10-16 13:16:22,"M4032","Personal referral","Yes",12.5530324074074
625,2017-10-16 14:50:13,"M3496","Andeavor employee","Yes",12.6182060185185
626,2017-10-16 15:14:44,"E4209","Indeed.com","Yes",12.6352314814815
627,2017-10-16 15:19:41,"B4579","Indeed.com","Yes",12.6386689814815
628,2017-10-16 16:03:33,"V9617","Personal referral","Yes",12.6691319444444
629,2017-10-16 16:16:17,"T7228","Indeed.com","Yes",12.677974537037
630,2017-10-16 16:48:32,"J0273","Indeed.com","Yes",12.7003703703704
631,2017-10-16 17:03:57,"E6966","Personal referral","Yes",12.7110763888889
632,2017-10-16 19:29:08,"C5485","I am currently an employee or contractor at Andeavor","Yes",12.8118981481481
633,2017-10-16 22:42:41,"M2998","Indeed.com","Yes",12.9463078703704
634,2017-10-16 23:17:15,"M5297","Andeavor website or mailing","Yes",12.9703125
635,2017-10-16 23:35:56,NA,"Social media (e.g. Facebook or Twitter)","No",12.983287037037
636,2017-10-16 23:50:10,"J5952","I am currently an employee or contractor at Andeavor","Yes",12.9931712962963
637,2017-10-17 00:03:11,"C6131","Andeavor employee","Yes",13.0022106481481
638,2017-10-17 01:38:29,NA,"Indeed.com","No",13.0683912037037
639,2017-10-17 09:08:00,"A5947","Personal referral","Yes",13.3805555555556
640,2017-10-17 11:11:20,"P5944","Indeed.com","Yes",13.4662037037037
641,2017-10-17 13:03:21,"M5718","Indeed.com","Yes",13.5439930555556
642,2017-10-17 15:16:02,"D1133","Andeavor website or mailing","Yes",13.6361342592593
643,2017-10-17 16:22:06,NA,"Indeed.com","No",13.6820138888889
644,2017-10-17 16:23:08,"R5501","Personal referral","Yes",13.6827314814815
645,2017-10-17 16:45:42,"S4580","I am currently an employee or contractor at Andeavor","Yes",13.6984027777778
646,2017-10-17 17:23:05,"R4806","Indeed.com","Yes",13.7243634259259
647,2017-10-17 18:08:02,"D5177","Indeed.com","Yes",13.7555787037037
648,2017-10-17 18:17:18,"T6091","Indeed.com","Yes",13.7620138888889
649,2017-10-17 18:45:23,"W4127","Indeed.com","Yes",13.7815162037037
650,2017-10-17 19:33:11,"B3739","Personal referral","Yes",13.8147106481481
651,2017-10-17 21:01:19,"B0147","Job training program","Yes",13.8759143518519
652,2017-10-17 21:03:38,"D8307","Indeed.com","Yes",13.8775231481481
653,2017-10-17 22:58:51,"H8282","Job training program","Yes",13.9575347222222
654,2017-10-17 23:32:51,"G9950","Andeavor website or mailing","Yes",13.9811458333333
655,2017-10-18 01:01:13,"A0615","Andeavor website or mailing","Yes",14.0425115740741
656,2017-10-18 01:35:48,"C6138","Don't remember","Yes",14.0665277777778
657,2017-10-18 01:42:32,NA,"Indeed.com","No",14.0712037037037
658,2017-10-18 01:47:07,"Z0898","Indeed.com","Yes",14.0743865740741
659,2017-10-18 02:25:18,"D6813","Personal referral","Yes",14.1009027777778
660,2017-10-18 02:57:12,"R4664","Personal referral","Yes",14.1230555555556
661,2017-10-18 08:52:02,"D8433","Indeed.com","Yes",14.3694675925926
662,2017-10-18 13:41:11,"J9894","Indeed.com","Yes",14.5702662037037
663,2017-10-18 14:12:30,NA,"Indeed.com","No",14.5920138888889
664,2017-10-18 16:00:17,"C6341","Personal referral","Yes",14.6668634259259
665,2017-10-18 17:18:31,"B9430","Indeed.com","Yes",14.7211921296296
666,2017-10-18 17:49:54,"B7957","Personal referral","Yes",14.7429861111111
667,2017-10-18 18:21:06,NA,"Newspaper ad","No",14.7646527777778
668,2017-10-18 18:48:55,"M0708","Indeed.com","Yes",14.7839699074074
669,2017-10-18 19:39:21,"D8030","Andeavor employee","Yes",14.8189930555556
670,2017-10-18 21:25:40,"N2950","Indeed.com","Yes",14.8928240740741
671,2017-10-18 21:42:19,"B7553","I am currently an employee or contractor at Andeavor","Yes",14.9043865740741
672,2017-10-18 21:54:20,"K4587","Indeed.com","Yes",14.9127314814815
673,2017-10-18 22:07:49,NA,"Indeed.com","No",14.9220949074074
674,2017-10-18 23:37:40,"S1768","Indeed.com","Yes",14.9844907407407
675,2017-10-18 23:49:48,NA,"Indeed.com","No",14.9929166666667
676,2017-10-19 00:08:31,"M4049","Andeavor employee","Yes",15.0059143518519
677,2017-10-19 00:21:34,"R4074","Indeed.com","Yes",15.0149768518519
678,2017-10-19 00:25:04,"C5893","Indeed.com","Yes",15.0174074074074
679,2017-10-19 01:10:02,"D9157","Personal referral","Yes",15.0486342592593
681,2017-10-19 02:45:58,"A0175","Social media (e.g. Facebook or Twitter)","Yes",15.1152546296296
682,2017-10-19 14:48:51,"E8495","Social media (e.g. Facebook or Twitter)","Yes",15.6172569444444
683,2017-10-19 18:47:47,"P6960","Indeed.com","Yes",15.7831828703704
684,2017-10-19 19:17:23,"S4304","Online job site (other than Indeed)","Yes",15.8037384259259
685,2017-10-19 19:38:25,"W2117","Personal referral","Yes",15.8183449074074
686,2017-10-19 23:31:51,"G1583","Andeavor employee","Yes",15.9804513888889
687,2017-10-20 00:50:58,"F6298","Andeavor website or mailing","Yes",16.0353935185185
688,2017-10-20 01:10:30,"C7208","I am currently an employee or contractor at Andeavor","Yes",16.0489583333333
689,2017-10-20 01:28:32,"S3455","Personal referral","Yes",16.0614814814815
690,2017-10-20 09:07:41,"L9397","Personal referral","Yes",16.3803356481481
691,2017-10-20 11:33:31,NA,"Indeed.com","No",16.4816087962963
692,2017-10-20 13:39:24,NA,"Online job site (other than Indeed)","No",16.5690277777778
